"from","to","transaction_id","date","amount"
"363074","690292","109621","1982-12-01","485539000"
"516553","150380","940109","1991-03-04","544379000"
"942399","928726","391630","2018-03-12","191487000"
"809701","190393","228686","2006-11-13","70411000"
"925698","381332","832378","1989-06-10","876181000"
"247452","855500","894720","1987-04-18","172419000"
"329051","731360","990901","1979-11-01","987278000"
"982380","321243","842829","1999-11-03","779958000"
"799318","645150","143305","1986-12-19","571069000"
"918611","119260","812231","2009-09-29","50499000"
"841205","778859","369696","2003-05-19","396402000"
"873943","117910","251947","2008-10-11","262215000"
"577391","853823","853149","1977-11-09","900261000"
"104066","122577","372194","2000-01-20","989840000"
"931139","849484","163168","1998-05-02","876842000"
"371948","184461","255317","1995-03-07","598257000"
"598818","218855","333133","2014-08-18","462357000"
"450448","229458","448720","1988-09-08","111499000"
"561625","455991","304517","1983-08-19","613453000"
"349076","771434","157839","1975-10-03","621392000"
"654434","818571","305699","2005-10-24","892961000"
"891286","338875","177487","1979-10-31","199421000"
"327050","783720","705108","1970-06-27","107110000"
"487768","432224","509105","2008-08-06","755907000"
"758806","773395","221990","1991-08-19","345231000"
"833158","398431","100318","2016-06-14","258518000"
"152522","568901","355008","1983-01-09","37251000"
"255585","642448","737453","1970-07-13","380777000"
"521658","942660","927576","2017-12-02","674165000"
"726999","471301","348763","1992-04-01","966467000"
"822346","474396","904244","2013-01-06","130685000"
"405916","439859","385487","2017-10-16","310914000"
"437763","672204","638175","2016-03-04","573182000"
"618516","131492","512112","2006-09-24","787695000"
"198843","163023","196034","2009-11-22","816548000"
"455453","983485","188381","2004-10-26","632085000"
"620772","579038","789002","1973-04-15","87907000"
"507070","867972","741897","2004-03-08","955940000"
"771436","773062","584008","2008-12-19","731033000"
"852802","400591","164394","1990-03-24","315572000"
"226504","185511","866396","2016-06-02","966226000"
"281119","944606","808575","1982-05-12","934054000"
"608183","595444","661625","2010-07-04","467330000"
"264603","175360","211531","1989-08-08","822326000"
"796611","879237","757966","2009-01-14","652463000"
"595864","325554","195168","1990-01-11","285214000"
"400763","578416","738422","2005-01-11","599976000"
"500995","551461","793890","1977-03-22","904461000"
"269130","328603","730765","1998-07-02","764515000"
"290530","461412","160672","2013-05-31","476947000"
"890867","198688","835124","2008-01-25","364343000"
"108691","175434","824786","1983-06-05","514520000"
"947766","791281","262743","1971-12-06","837806000"
"685556","545221","649835","2010-08-11","125378000"
"661289","421555","326162","2010-08-12","831201000"
"147499","833625","568160","1975-05-30","497866000"
"144326","526575","102775","1974-02-08","378027000"
"375430","852752","357669","2001-09-20","29014000"
"221855","849432","207776","2001-04-03","257781000"
"670287","734554","995620","1972-01-24","793061000"
"205785","815525","191618","1980-01-26","131324000"
"162884","886102","556697","2006-07-30","804945000"
"980368","137902","334024","1988-09-24","766939000"
"386388","716247","719318","1972-05-01","236357000"
"547900","295233","488847","1991-11-03","346559000"
"343064","373355","885516","1983-05-16","445679000"
"453458","648470","149025","1986-07-17","522394000"
"534334","522053","105954","1989-11-22","122920000"
"838649","411864","314974","1994-12-08","297265000"
"490967","884191","179995","2008-05-10","896817000"
"387796","779053","661863","1984-09-07","269050000"
"819903","895036","872143","1971-03-17","754000000"
"406086","439442","247265","2005-06-30","107550000"
"555006","281119","921977","1971-10-11","462746000"
"382985","237292","276987","1973-03-01","935582000"
"966087","421158","979947","1976-01-24","222106000"
"942660","172816","260836","1995-11-27","820924000"
"798673","438745","185102","2015-01-16","297845000"
"357332","832132","762409","1990-09-20","28113000"
"843212","848263","342195","2012-03-20","348690000"
"603753","117910","513395","2014-05-10","605325000"
"511074","136864","939741","1976-11-21","777735000"
"641819","971200","693696","1979-12-10","940873000"
"733386","147020","923664","1993-05-30","710374000"
"227064","294205","983761","1981-05-28","848657000"
"971312","643473","676265","1990-11-08","283593000"
"909018","565412","262426","2014-09-12","35912000"
"939242","532471","391662","1989-06-16","423348000"
"962185","282010","816588","2008-12-01","163530000"
"801396","375218","756664","1976-02-22","310102000"
"933324","869646","911375","2001-06-22","180048000"
"124261","328592","803047","2005-07-28","249808000"
"854546","449789","266879","1988-08-10","298806000"
"538087","533672","270743","2017-05-05","140427000"
"858870","260900","571543","1983-03-23","821923000"
"466790","604499","609133","2010-12-02","148108000"
"241119","794832","614019","2019-05-08","862272000"
"157503","700595","436520","1997-07-04","379772000"
"845138","670406","416168","1972-07-24","107632000"
"579993","702069","196304","2005-09-07","52267000"
"229940","601013","268689","1995-06-06","232764000"
"838854","305451","350572","1978-01-19","626861000"
"173238","290182","627955","1990-02-04","236741000"
"664087","981985","387272","2013-10-24","78729000"
"632705","607667","244495","1980-06-26","371925000"
"560668","340671","788841","1992-01-07","576623000"
"216547","623206","741816","1980-01-20","693415000"
"734629","404369","806594","2017-03-07","593990000"
"226549","134151","987272","2009-10-22","458604000"
"735737","224436","270569","1984-07-02","619057000"
"334142","172081","916839","1979-04-24","465656000"
"635264","749710","848302","1975-12-07","816911000"
"515903","403202","882663","2009-09-05","913586000"
"484474","898615","148930","1979-11-07","234134000"
"511518","825657","706778","1974-03-11","343169000"
"837790","298530","990376","1999-08-15","804116000"
"870484","879004","185439","1977-04-30","810959000"
"798127","524360","313920","2004-10-03","748405000"
"850143","845913","162772","1977-04-24","970705000"
"337930","218110","772404","1996-06-18","741816000"
"290249","762595","278356","2005-04-20","613358000"
"930549","436146","888831","1985-11-12","225004000"
"267426","456630","195838","2001-01-13","457679000"
"653643","965243","674791","1977-08-15","21268000"
"663358","310550","883244","1978-12-07","500750000"
"913499","668408","353456","2017-06-28","181042000"
"391848","564151","468153","1997-06-05","720212000"
"250539","692997","137287","1983-05-13","966394000"
"306323","455558","481162","1980-01-31","488739000"
"893072","381134","650322","1976-01-30","14529000"
"724713","490176","319432","2012-03-22","639083000"
"151537","527629","386599","2003-04-02","146766000"
"571115","699033","650332","2012-10-11","786865000"
"225549","270743","136310","1980-09-10","43139000"
"626654","826868","514523","1982-06-27","653162000"
"725834","280551","239418","2011-09-27","521441000"
"188613","387115","104898","2014-06-15","839996000"
"971049","472502","434394","2019-05-22","262341000"
"798494","553792","749906","1973-08-21","775858000"
"629415","383312","932359","1989-03-14","923075000"
"289017","279669","661999","1996-09-05","174780000"
"593052","289017","249764","1978-03-28","962790000"
"766315","415654","960620","1991-09-24","468255000"
"925529","113184","331495","2010-03-17","477724000"
"349592","159767","189895","1974-01-10","968809000"
"747802","367873","140332","1999-12-25","419892000"
"706269","912485","433845","1993-12-30","433000000"
"856289","187037","329060","1972-12-08","233728000"
"912310","566792","284072","1986-03-17","296695000"
"382099","585996","227826","1979-05-30","694788000"
"390848","191011","426884","2012-12-08","905282000"
"941473","430451","504029","2014-12-08","737772000"
"189544","596730","432170","1989-02-02","860309000"
"319342","863098","179805","2016-11-01","867317000"
"667316","489452","661842","1978-04-26","745491000"
"327050","524493","633607","2011-02-12","669266000"
"394856","754426","808965","1991-08-14","206265000"
"935290","289771","735374","1991-03-24","165984000"
"888241","976370","390614","1994-09-19","689304000"
"785343","263350","670432","1972-07-06","14067000"
"923142","824894","630239","1999-06-29","137828000"
"943005","119374","611054","1974-05-15","636986000"
"330257","383817","281520","1984-09-26","646737000"
"929716","853896","273174","1994-06-03","635212000"
"812737","615803","777395","2012-10-09","824992000"
"913416","373281","623594","2009-07-19","212642000"
"578379","298217","830511","2004-08-26","973076000"
"508197","264146","900136","1983-04-02","521078000"
"246081","453356","312401","1971-01-28","958147000"
"969741","955320","478814","2001-11-16","714495000"
"758602","680933","595762","1999-07-29","218549000"
"778666","939198","785377","1984-05-14","946338000"
"616840","499917","369427","2007-12-14","400057000"
"350304","362393","711243","1990-04-06","655947000"
"931308","920333","866176","1973-02-07","231462000"
"242028","534155","607879","2016-04-10","55101000"
"389004","570216","454831","1990-01-13","868266000"
"313259","503475","440554","2018-09-08","137942000"
"831948","377296","407213","1971-03-05","20542000"
"823179","942450","967286","1986-04-03","394157000"
"526012","751569","928192","2009-12-14","630153000"
"754426","114132","803465","2008-01-17","402634000"
"407680","421096","229824","1993-11-03","27306000"
"589686","732763","787985","1984-02-11","446840000"
"224861","364562","726649","2003-04-02","650819000"
"141277","603810","929189","1971-09-03","227621000"
"556289","748811","469640","1980-08-08","219235000"
"356396","508870","690133","1984-07-19","577692000"
"941636","653024","292729","1997-07-21","861781000"
"796112","973984","303705","2003-05-29","929088000"
"833907","360288","227832","2016-03-17","634281000"
"274940","155005","848593","1984-07-24","805361000"
"229961","757606","122538","2001-03-15","126022000"
"909541","532555","811484","2002-04-09","782320000"
"481217","527841","849752","2010-09-30","570641000"
"495111","197815","582806","1986-05-19","789592000"
"672404","354507","920765","2017-08-28","518528000"
"363071","381103","648534","2008-10-29","245857000"
"582694","873735","632666","1981-02-05","557861000"
"360525","875518","886705","2009-09-23","689435000"
"593042","318739","914784","2002-11-10","749938000"
"873712","143267","598233","2017-07-25","865640000"
"751990","697562","244954","2008-09-02","626519000"
"883470","989348","309346","2010-11-06","426078000"
"780577","663137","628386","1982-01-04","860800000"
"695104","897299","310024","1984-04-23","88860000"
"380142","866411","347378","1984-05-04","151884000"
"587452","609584","889693","1976-07-02","39768000"
"298082","311178","637394","1988-11-13","464122000"
"160235","821106","617274","1989-02-12","606882000"
"950912","289017","426672","1973-05-08","995098000"
"355811","921400","962798","1978-10-18","943351000"
"447860","288524","551214","1982-12-29","375066000"
"413016","492240","405594","1990-01-22","547286000"
"872356","229366","408496","1980-06-27","512591000"
"596036","918469","885221","2008-04-24","69149000"
"476748","996872","567828","2018-02-19","18056000"
"439635","803937","788655","2014-02-24","584417000"
"105632","505868","436408","2018-08-28","240473000"
"410731","534387","612299","1974-11-02","939724000"
"235758","592449","934830","1996-09-08","989570000"
"537842","377366","100016","2011-03-26","410467000"
"737857","177129","319611","1989-03-22","915679000"
"535016","791499","963751","1992-05-06","709291000"
"535016","700648","920119","2018-06-09","134182000"
"119648","506698","123064","1995-07-16","529526000"
"372042","137507","460902","1989-08-20","688567000"
"573380","885725","753499","1983-03-26","56702000"
"767288","598341","962182","1982-09-04","756859000"
"585429","528574","702828","1970-12-07","270348000"
"618931","500417","217062","2008-01-31","812370000"
"195054","500002","987051","2004-10-24","661912000"
